"Producto,""Creado el"",""Valor unitario"""
"ANILLO BOMBE (1) (17),""2025-10-23 15:34:53"",""0.0"""
"ANILLO BOMBE (1) (17),""2025-10-23 15:41:18"",""0.0"""
"Prueba,""2025-10-30 12:39:34"",""0.0"""
"[103821] SET X2 GOMITAS C/ APLIQUE DONA,""2025-12-09 11:30:31"",""0.0"""
"[103800] SET HEBILLAS + SCUNZI C/ BRILLO DORADO,""2025-12-09 11:30:31"",""0.0"""
"[103827] SET X2 HEBILLAS METAL C/ CARAMELO LILA,""2025-12-09 11:30:31"",""0.0"""
"[103905] SET X4 MINI GOMITAS RAYADAS C/ BOLITAS,""2025-12-09 11:30:31"",""0.0"""
"[103824] SET X2 HEBILLAS C/ CEREZAS,""2025-12-09 11:30:31"",""0.0"""
"[103834] SET X2 HEBILLAS METAL PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103789] SCUNZI CORAZON PLATEADO/NEGRO,""2025-12-09 11:30:31"",""0.0"""
"[103922] SET X6 GOMITAS CLASICOS/BRILLOS,""2025-12-09 11:30:31"",""0.0"""
"[103930] SET X6 MINI BROCHES ESTRELLA SURTIDO BRILLANTE,""2025-12-09 11:30:31"",""0.0"""
"[103844] SET X2 HEBILLAS MOÑOS CHICOS CRUDO/ROSA,""2025-12-09 11:30:31"",""0.0"""
"[103918] SET X5 COLITAS DEGRADE ROSA,""2025-12-09 11:30:31"",""0.0"""
"[103910] SET X4 OREJITAS C/ ESTRELLAS ROJO/BLANCO,""2025-12-09 11:30:31"",""0.0"""
"[103934] SET X8 HEBILLAS ANCHAS/FINAS ROSA,""2025-12-09 11:30:31"",""0.0"""
"[103887] SET X4 BROCHES CHICOS FLORES + HEBILLA MOÑO CHICO,""2025-12-09 11:30:31"",""0.0"""
"[103841] SET X2 HEBILLAS MOÑOS CHICOS C/ CORAZONES,""2025-12-09 11:30:31"",""0.0"""
"[103884] SET X4 BROCHES + HEBILLAS CORAZON TRANSPARENTE PASTEL,""2025-12-09 11:30:31"",""0.0"""
"[103851] SET X2 HEBILLAS MOÑOS GLITTER ROSA/BLANCO,""2025-12-09 11:30:31"",""0.0"""
"[103900] SET X4 HEBILLAS DE SILICONA VIOLETA,""2025-12-09 11:30:31"",""0.0"""
"[103876] SET X3 HEBILLAS METAL ONDULADAS PASTEL,""2025-12-09 11:30:31"",""0.0"""
"[103809] SET X10 HEBILLAS PLASTICAS PASTEL,""2025-12-09 11:30:31"",""0.0"""
"[103890] SET X4 BROCHES CHICOS ONDULADOS MATE PASTEL,""2025-12-09 11:30:31"",""0.0"""
"[103915] SET X5 BROCHES CHICOS CORONITA + COLITAS,""2025-12-09 11:30:31"",""0.0"""
"[103831] SET X2 HEBILLAS METAL C/ FLORES VERDE,""2025-12-09 11:30:31"",""0.0"""
"[103837] SET X2 HEBILLAS MOÑO C/ PERLA BLANCO,""2025-12-09 11:30:31"",""0.0"""
"[103848] SET X2 HEBILLAS MOÑOS CHICOS ROSA/VIOLETA,""2025-12-09 11:30:31"",""0.0"""
"[103839] SET X2 HEBILLAS MOÑO TUL C/ CEREZAS,""2025-12-09 11:30:31"",""0.0"""
"[103570] HEBILLA MOÑO GRANDE DOBLE ROJO,""2025-12-09 11:30:31"",""0.0"""
"[103846] SET X2 HEBILLAS MOÑOS CHICOS FUCSIA,""2025-12-09 11:30:31"",""0.0"""
"[103906] SET X4 OREJITAS C/ ESTRELLAS BLANCO/ROSA,""2025-12-09 11:30:31"",""0.0"""
"[103468] BROCHE GRANDE EFECTO VIDRIO ROSA/AMARILLO,""2025-12-09 11:30:31"",""0.0"""
"[103898] SET X4 HEBILLAS + INVISIBLES METAL PASTEL,""2025-12-09 11:30:31"",""0.0"""
"[103830] SET X2 HEBILLAS METAL C/ FLOR CELESTE,""2025-12-09 11:30:31"",""0.0"""
"[103878] SET X3 HEBILLAS MOÑO CORAL,""2025-12-09 11:30:31"",""0.0"""
"[103788] SCUNZI CORAZON DORADO/NEGRO,""2025-12-09 11:30:31"",""0.0"""
"[103825] SET X2 HEBILLAS CORAZON C/ ESTRELLAS,""2025-12-09 11:30:31"",""0.0"""
"[103818] SET X2 BROCHES MEDIANOS C/ MOÑO,""2025-12-09 11:30:31"",""0.0"""
"[103843] SET X2 HEBILLAS MOÑOS CHICOS CELESTE/LILA,""2025-12-09 11:30:31"",""0.0"""
"[103868] SET X3 ANILLOS PIEDRA CUADRADA/LISO PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103867] SET X3 ANILLOS PIEDRA CUADRADA/ESLABONES DORADO,""2025-12-09 11:30:31"",""0.0"""
"[103869] SET X3 ANILLOS TORZADO/ABRAZO PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103865] SET X3 ANILLOS PERLITA/MANO/CORAZONES PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103860] SET X3 ANILLOS BRILLOS DORADO ,""2025-12-09 11:30:31"",""0.0"""
"[103864] SET X3 ANILLOS MOÑO/ESLABON/OJO TURCO DORADO,""2025-12-09 11:30:31"",""0.0"""
"[103866] SET X3 ANILLOS PERLITA/MEDIA CRUZ DORADO,""2025-12-09 11:30:31"",""0.0"""
"[103861] SET X3 ANILLOS CORAZON/LUNA/ESTRELLA DORADO,""2025-12-09 11:30:31"",""0.0"""
"[103793] SET COLLAR + PULSERA INFANTIL FLOR,""2025-12-09 11:30:31"",""0.0"""
"[103883] SET X4 ANILLOS INFANTIL HELADO/FLOR/CORAZON,""2025-12-09 11:30:31"",""0.0"""
"[103895] SET X4 GOMITAS CABLE SURTIDO BRILLANTE,""2025-12-09 11:30:31"",""0.0"""
"[103633] PULSERA CANUTILLO METAL/CUENTAS C/ DIJES METAL TURQUESA,""2025-12-09 11:30:31"",""0.0"""
"[103387] ARO PASANTE GOTA MEDIANA ANCHA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103386] ARO PASANTE GOTA MEDIANA ANCHA (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103835] SET X2 HEBILLAS MOÑO ALITAS + GOMITAS PASTEL,""2025-12-09 11:30:31"",""0.0"""
"[103879] SET X3 HEBILLAS MOÑO/HEBILLA CARAMELO INFLABLE ROSA,""2025-12-09 11:30:31"",""0.0"""
"[103853] SET X2 HEBILLAS MOÑOS MEDIANOS DOBLE ROSA,""2025-12-09 11:30:31"",""0.0"""
"[103799] SET HEBILLAS + INVISIBLES METAL BRILLOS,""2025-12-09 11:30:31"",""0.0"""
"[103567] HEBILLA MOÑO DOBLE TUL TORNASOL BLANCO,""2025-12-09 11:30:31"",""0.0"""
"[103802] SET INVISIBLES METAL NEGRO,""2025-12-09 11:30:31"",""0.0"""
"[103863] SET X3 ANILLOS FINITO/CRUZADO DORADO ,""2025-12-09 11:30:31"",""0.0"""
"[103862] SET X3 ANILLOS DORADO/MARRON,""2025-12-09 11:30:31"",""0.0"""
"[103331] ARO PASANTE BOTON GRANDE PLANO PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103301] ARO PASANTE ARGOLLA GRANDE ESCAMAS (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103399] ARO PASANTE MEDIO CIRCULO GRANDE ANCHO (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103320] ARO PASANTE ARGOLLA MEDIANA PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103356] ARO PASANTE ESTILO GOTA MEDIANO CHUNKY PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103294] ARO PASANTE ARGOLLA CHICA PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103811] SET X12 GOMITAS INFANTIL SURTIDO PASTEL,""2025-12-09 11:30:31"",""0.0"""
"[103871] SET X3 GOMITAS GRANDES LISAS SURTIDO,""2025-12-09 11:30:31"",""0.0"""
"[103661] PULSERA CUENTAS VIDRIO REDONDAS/FASCETADAS ROJO,""2025-12-09 11:30:31"",""0.0"""
"[103664] PULSERA CUENTAS VIDRIO REDONDAS/FASCETADAS VIOLETA,""2025-12-09 11:30:31"",""0.0"""
"[103666] PULSERA CUENTAS VIDRIO REDONDAS/OVALADAS VERDE,""2025-12-09 11:30:31"",""0.0"""
"[103654] PULSERA CUENTAS VIDRIO REDONDAS/CUADRADAS/FASCETADAS COBRE,""2025-12-09 11:30:31"",""0.0"""
"[103663] PULSERA CUENTAS VIDRIO REDONDAS/FASCETADAS VERDE,""2025-12-09 11:30:31"",""0.0"""
"[103656] PULSERA CUENTAS VIDRIO REDONDAS/CUADRADAS/FASCETADAS ROJO,""2025-12-09 11:30:31"",""0.0"""
"[103637] PULSERA CRISTAL FASCETADO TORNASOL VERDE,""2025-12-09 11:30:31"",""0.0"""
"[103634] PULSERA CANUTILLO METAL/FASCETADAS C/ DIJES,""2025-12-09 11:30:31"",""0.0"""
"[103651] PULSERA CUENTAS FLOREADAS NARANJA,""2025-12-09 11:30:31"",""0.0"""
"[103662] PULSERA CUENTAS VIDRIO REDONDAS/FASCETADAS ROSA,""2025-12-09 11:30:31"",""0.0"""
"[103665] PULSERA CUENTAS VIDRIO REDONDAS/OVALADAS GRIS,""2025-12-09 11:30:31"",""0.0"""
"[103658] PULSERA CUENTAS VIDRIO REDONDAS/CUADRADAS/FASCETADAS VIOLETA,""2025-12-09 11:30:31"",""0.0"""
"[103668] PULSERA DISCOS MADERA C/ VIRGENCITA CHOCOLATE,""2025-12-09 11:30:31"",""0.0"""
"[103667] PULSERA DISCOS MADERA C/ VIRGENCITA CARAMELO,""2025-12-09 11:30:31"",""0.0"""
"[103669] PULSERA DISCOS MADERA C/ VIRGENCITA NEGRO,""2025-12-09 11:30:31"",""0.0"""
"[103635] PULSERA CANUTILLO METAL/FASCETADAS C/ MARIPOSAS,""2025-12-09 11:30:31"",""0.0"""
"[103641] PULSERA CRISTAL REDONDO C/ MARIPOSAS PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103698] PULSERA REDONDA ACUARELA CELESTE,""2025-12-09 11:30:31"",""0.0"""
"[103657] PULSERA CUENTAS VIDRIO REDONDAS/CUADRADAS/FASCETADAS ROSA,""2025-12-09 11:30:31"",""0.0"""
"[103655] PULSERA CUENTAS VIDRIO REDONDAS/CUADRADAS/FASCETADAS NEGRO,""2025-12-09 11:30:31"",""0.0"""
"[103640] PULSERA CRISTAL REDONDO C/ MARIPOSAS NEGRO,""2025-12-09 11:30:31"",""0.0"""
"[103660] PULSERA CUENTAS VIDRIO REDONDAS/FASCETADAS COBRE,""2025-12-09 11:30:31"",""0.0"""
"[103638] PULSERA CRISTAL FASCETADO TORNASOL VIOLETA,""2025-12-09 11:30:31"",""0.0"""
"[103650] PULSERA CUENTAS C/ CRUZ MADERA,""2025-12-09 11:30:31"",""0.0"""
"[103636] PULSERA CANUTILLO METAL/REDONDAS TORNASOL PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103659] PULSERA CUENTAS VIDRIO REDONDAS/FASCETADAS CELESTE,""2025-12-09 11:30:31"",""0.0"""
"[103426] ARO PASANTE SEMI ARGOLLA PLANA (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103345] ARO PASANTE CORAZON CHICO (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103435] ARO PASANTE SEMI CUADRADO REDONDEADO (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103422] ARO PASANTE SEMI ARGOLLA MEDIANA CORRUGADA (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103313] ARO PASANTE ARGOLLA MEDIANA C/ BOLITAS (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103440] ARO PASANTE SEMI ESFERA MEDIANA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103352] ARO PASANTE CURVO CHICO (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103330] ARO PASANTE BOTON CHICO (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103350] ARO PASANTE CUADRADO CHICO (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103329] ARO PASANTE BOTON CHICO (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103353] ARO PASANTE CURVO CHICO (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103317] ARO PASANTE ARGOLLA MEDIANA ENROLLADA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103311] ARO PASANTE ARGOLLA MEDIANA (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103344] ARO PASANTE CORAZON CHICO (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103375] ARO PASANTE GOTA GRANDE (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103376] ARO PASANTE GOTA GRANDE (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103359] ARO PASANTE ESTRELLA CHICO (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103430] ARO PASANTE SEMI ARGOLLA SECCIONES (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103427] ARO PASANTE SEMI ARGOLLA PLANA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103328] ARO PASANTE BOTON (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103349] ARO PASANTE CUADRADO CHICO (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103303] ARO PASANTE ARGOLLA GRANDE GLOBO (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103411] ARO PASANTE SEMI ARGOLLA ESCAMAS (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103441] ARO PASANTE SEMI ESLABON MEDIANO (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103369] ARO PASANTE FLOR MEDIANO (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103639] PULSERA CRISTAL REDONDO C/ MARIPOSAS AZUL,""2025-12-09 11:30:31"",""0.0"""
"[103673] PULSERA FASCETADA REDONDA/OJO TURCO TRANSPARENTE,""2025-12-09 11:30:31"",""0.0"""
"[103670] PULSERA FASCETADA REDONDA/OJO TURCO CELESTE,""2025-12-09 11:30:31"",""0.0"""
"[103671] PULSERA FASCETADA REDONDA/OJO TURCO NEGRO,""2025-12-09 11:30:31"",""0.0"""
"[103672] PULSERA FASCETADA REDONDA/OJO TURCO ROJO,""2025-12-09 11:30:31"",""0.0"""
"[103696] PULSERA HILO TRENZADO REGULABLE C/ OJO TURCO REDONDO CAMEL,""2025-12-09 11:30:31"",""0.0"""
"[103693] PULSERA HILO TRENZADO REGULABLE C/ MANITO CELESTE,""2025-12-09 11:30:31"",""0.0"""
"[103700] PULSERA REGULABLE CANUTILLO C/ CORAZON ROJO,""2025-12-09 11:30:31"",""0.0"""
"[103681] PULSERA HILO REGULABLE SIGNO (ACUARIO),""2025-12-09 11:30:31"",""0.0"""
"[103686] PULSERA HILO REGULABLE SIGNO (ARIES),""2025-12-09 11:30:31"",""0.0"""
"[103691] PULSERA HILO REGULABLE SIGNO (VIRGO),""2025-12-09 11:30:31"",""0.0"""
"[103682] PULSERA HILO REGULABLE SIGNO (CAPRICORNIO),""2025-12-09 11:30:31"",""0.0"""
"[103687] PULSERA HILO REGULABLE SIGNO (CANCER),""2025-12-09 11:30:31"",""0.0"""
"[103652] PULSERA CUENTAS MADERA CARAMELO,""2025-12-09 11:30:31"",""0.0"""
"[103653] PULSERA CUENTAS MADERA CHOCOLATE,""2025-12-09 11:30:31"",""0.0"""
"[103327] ARO PASANTE BOTON (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103421] ARO PASANTE SEMI ARGOLLA MEDIANA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103362] ARO PASANTE FLOR BOLITAS (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103361] ARO PASANTE FLOR BOLITAS (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103410] ARO PASANTE SEMI ARGOLLA ESCAMAS (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103360] ARO PASANTE ESTRELLA CHICO (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103428] ARO PASANTE SEMI ARGOLLA PLANA RUSTICA (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103429] ARO PASANTE SEMI ARGOLLA PLANA RUSTICA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103397] ARO PASANTE MEDIO CIRCULO GRANDE (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103290] ARO PASANTE ARGOLLA BOLITAS (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103289] ARO PASANTE ARGOLLA BOLITAS (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103347] ARO PASANTE CORAZON MEDIANO (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103348] ARO PASANTE CORAZON MEDIANO (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103432] ARO PASANTE SEMI CORAZON PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103408] ARO PASANTE SEMI ARGOLLA CUADRADA DORADO,""2025-12-09 11:30:31"",""0.0"""
"[103381] ARO PASANTE GOTA GRANDE ANCHA (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103382] ARO PASANTE GOTA GRANDE ANCHA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103403] ARO PASANTE PICO GRANDE DORADO,""2025-12-09 11:30:31"",""0.0"""
"[103393] ARO PASANTE MEDIA ESFERA GRANDE (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103392] ARO PASANTE MEDIA ESFERA GRANDE (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103371] ARO PASANTE GANCHO GRANDE (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103370] ARO PASANTE GANCHO GRANDE (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103346] ARO PASANTE CORAZON GRANDE DORADO,""2025-12-09 11:30:31"",""0.0"""
"[103351] ARO PASANTE CUADRADO GRANDE PLATEADO,""2025-12-09 11:30:31"",""0.0"""
"[103443] ARO PASANTE TRIANGULO GRANDE DORADO,""2025-12-09 11:30:31"",""0.0"""
"[103339] ARO PASANTE COLGANTE GOTA MEDIANA PLANA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103315] ARO PASANTE ARGOLLA MEDIANA DORADO,""2025-12-09 11:30:31"",""0.0"""
"[103343] ARO PASANTE CONFITE (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103342] ARO PASANTE CONFITE (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103431] ARO PASANTE SEMI ARGOLLA SECCIONES (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103439] ARO PASANTE SEMI ESFERA MEDIANA (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103398] ARO PASANTE MEDIO CIRCULO GRANDE ANCHO (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103433] ARO PASANTE SEMI CUADRADO GRANDE (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103920] SET X6 BROCHES CHICOS CUADRADOS PASTEL,""2025-12-09 11:30:31"",""0.0"""
"[103469] BROCHE GRANDE FLOR MATE CRUDO,""2025-12-09 11:30:31"",""0.0"""
"[103474] BROCHE GRANDE MATE VERDE,""2025-12-09 11:30:31"",""0.0"""
"[103463] BROCHE GRANDE ANIMAL PRINT BEIGE CLARO,""2025-12-09 11:30:31"",""0.0"""
"[103892] SET X4 COLITAS C/ MOÑO PASTEL,""2025-12-09 11:30:31"",""0.0"""
"[103894] SET X4 COLITAS RAYADO PASTEL,""2025-12-09 11:30:31"",""0.0"""
"[103888] SET X4 BROCHES CHICOS MATE PASTEL,""2025-12-09 11:30:31"",""0.0"""
"[103828] SET X2 HEBILLAS METAL C/ CORAZON AMARILLO,""2025-12-09 11:30:31"",""0.0"""
"[103916] SET X5 BROCHES CHICOS FLORES + COLITAS,""2025-12-09 11:30:31"",""0.0"""
"[103798] SET HEBILLAS + GOMITAS SIRENAS,""2025-12-09 11:30:31"",""0.0"""
"[103796] SET GOMITAS + HEBILLAS UNICORNIO,""2025-12-09 11:30:31"",""0.0"""
"[103795] SET GOMITAS + HEBILLA MOÑO TORNASOL FUCSIA/ROSA,""2025-12-09 11:30:31"",""0.0"""
"[103797] SET GOMITAS MOÑO + BROCHES HELADO,""2025-12-09 11:30:31"",""0.0"""
"[103933] SET X8 HEBILLAS + GOMITAS PASTEL,""2025-12-09 11:30:31"",""0.0"""
"[103885] SET X4 BROCHES CHICOS C/ CORAZON TRANSPARENTES,""2025-12-09 11:30:31"",""0.0"""
"[103891] SET X4 BROCHES CHICOS TORNASOL ALMEJA,""2025-12-09 11:30:31"",""0.0"""
"[103792] SET COLITAS CONEJO C/ MOÑO,""2025-12-09 11:30:31"",""0.0"""
"[103820] SET X2 COLITAS KIWI/SANDIA,""2025-12-09 11:30:31"",""0.0"""
"[103833] SET X2 HEBILLAS METAL ESTRELLA,""2025-12-09 11:30:31"",""0.0"""
"[103902] SET X4 HEBILLAS METAL LISAS/ESTAMPADAS,""2025-12-09 11:30:31"",""0.0"""
"[103899] SET X4 HEBILLAS CEREZAS ROJO,""2025-12-09 11:30:31"",""0.0"""
"[103801] SET INVISIBLES METAL MIXTOS,""2025-12-09 11:30:31"",""0.0"""
"[103873] SET X3 HEBILLA MOÑO CORAZON C/ LENTEJUELA ROSA/CRUDO,""2025-12-09 11:30:31"",""0.0"""
"[103565] HEBILLA MOÑO C/ CORAZONES CORAL,""2025-12-09 11:30:31"",""0.0"""
"[103794] SET GOMITA MOÑO + PULSERA,""2025-12-09 11:30:31"",""0.0"""
"[103927] SET X6 HEBILLAS MOÑOS CHICOS C/ CORAZONES,""2025-12-09 11:30:31"",""0.0"""
"[103855] SET X2 MOÑOS + GOMITAS FUCSIA,""2025-12-09 11:30:31"",""0.0"""
"[103566] HEBILLA MOÑO DOBLE C/ LENTEJUELAS ESTRELLA ROSA,""2025-12-09 11:30:31"",""0.0"""
"[103852] SET X2 HEBILLAS MOÑOS MEDIANOS BLANCO,""2025-12-09 11:30:31"",""0.0"""
"[103877] SET X3 HEBILLAS MOÑO BRILLOS,""2025-12-09 11:30:31"",""0.0"""
"[103903] SET X4 HEBILLAS MOÑOS / MARIPOSAS CELESTE,""2025-12-09 11:30:31"",""0.0"""
"[103571] HEBILLA MOÑO GRANDE DOBLE ROSA,""2025-12-09 11:30:31"",""0.0"""
"[103568] HEBILLA MOÑO GRANDE DOBLE BORDO,""2025-12-09 11:30:31"",""0.0"""
"[103569] HEBILLA MOÑO GRANDE DOBLE FUCSIA/VIOLETA,""2025-12-09 11:30:31"",""0.0"""
"[103854] SET X2 HEBILLAS MOÑOS PASTEL ROSA,""2025-12-09 11:30:31"",""0.0"""
"[103901] SET X4 HEBILLAS MARIPOSAS/MOÑOS BRILLOS,""2025-12-09 11:30:31"",""0.0"""
"[103880] SET X3 HEBILLAS MOÑOS CINTA LILA,""2025-12-09 11:30:31"",""0.0"""
"[103838] SET X2 HEBILLAS MOÑO C/ PERLA ROSA,""2025-12-09 11:30:31"",""0.0"""
"[103840] SET X2 HEBILLAS MOÑOS C/ APLIQUE HELADO,""2025-12-09 11:30:31"",""0.0"""
"[103562] HEBILLA METAL CORAZONES DORADO,""2025-12-09 11:30:31"",""0.0"""
"[103561] GOMITA C/ PIEZA METAL DORADO,""2025-12-09 11:30:31"",""0.0"""
"[103832] SET X2 HEBILLAS METAL DORADO,""2025-12-09 11:30:31"",""0.0"""
"[103791] SCUNZI TUL C/ FLOR BRILLOS DORADO,""2025-12-09 11:30:31"",""0.0"""
"[103790] SCUNZI TUL C/ FLOR BRILLOS BEIGE,""2025-12-09 11:30:31"",""0.0"""
"[103812] SET X18 GOMITAS SURTIDO PASTEL,""2025-12-09 11:30:31"",""0.0"""
"[103926] SET X6 GOMITAS MEDIANAS MARRON,""2025-12-09 11:30:31"",""0.0"""
"[103896] SET X4 GOMITAS CABLE SURTIDO NUDE,""2025-12-09 11:30:31"",""0.0"""
"[103897] SET X4 GOMITAS CHICAS MARRON,""2025-12-09 11:30:31"",""0.0"""
"[103924] SET X6 GOMITAS MEDIANAS BRILLOS/FRUTILLAS,""2025-12-09 11:30:31"",""0.0"""
"[103914] SET X4 OREJITAS C/ POMPON TURQUESA,""2025-12-09 11:30:31"",""0.0"""
"[103907] SET X4 OREJITAS C/ ESTRELLAS FUCSIA/BLANCO,""2025-12-09 11:30:31"",""0.0"""
"[103909] SET X4 OREJITAS C/ ESTRELLAS NEGRO/BLANCO,""2025-12-09 11:30:31"",""0.0"""
"[103925] SET X6 GOMITAS MEDIANAS C/ ESTRELLA PLATEADO/NEGRO,""2025-12-09 11:30:31"",""0.0"""
"[103929] SET X6 MINI BROCHES ESTRELLA SURTIDO,""2025-12-09 11:30:31"",""0.0"""
"[103870] SET X3 GOMITAS C/ CONEJITOS SILICONA FUCSIA,""2025-12-09 11:30:31"",""0.0"""
"[103845] SET X2 HEBILLAS MOÑOS CHICOS ESTAMPADO CEREZAS,""2025-12-09 11:30:31"",""0.0"""
"[103932] SET X7 MINI BROCHES SURTIDOS PASTEL,""2025-12-09 11:30:31"",""0.0"""
"[103847] SET X2 HEBILLAS MOÑOS CHICOS ROSA,""2025-12-09 11:30:31"",""0.0"""
"[103572] HEBILLA MOÑO SALMON,""2025-12-09 11:30:31"",""0.0"""
"[103850] SET X2 HEBILLAS MOÑOS GLITTER BLANCO/VERDE,""2025-12-09 11:30:31"",""0.0"""
"[103810] SET X12 GOMITAS INFANTIL ROSA,""2025-12-09 11:30:31"",""0.0"""
"[103913] SET X4 OREJITAS C/ POMPON ROSA FLUO,""2025-12-09 11:30:31"",""0.0"""
"[103872] SET X3 GOMITAS GRANDES RAYADO SURTIDO,""2025-12-09 11:30:31"",""0.0"""
"[103931] SET X6 MINI BROCHES FLORCITAS SURTIDO,""2025-12-09 11:30:31"",""0.0"""
"[103822] SET X2 HEBILLA MOÑO CELESTE,""2025-12-09 11:30:31"",""0.0"""
"[103842] SET X2 HEBILLAS MOÑOS CHICOS CELESTE,""2025-12-09 11:30:31"",""0.0"""
"[103368] ARO PASANTE FLOR MEDIANO (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103442] ARO PASANTE SEMI ESLABON MEDIANO (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103419] ARO PASANTE SEMI ARGOLLA GRANDE PLANA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103418] ARO PASANTE SEMI ARGOLLA GRANDE PLANA (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103366] ARO PASANTE FLOR MEDIANA CALADO (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103365] ARO PASANTE FLOR MEDIANA CALADO (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103436] ARO PASANTE SEMI CUADRADO REDONDEADO (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103423] ARO PASANTE SEMI ARGOLLA MEDIANA CORRUGADA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103312] ARO PASANTE ARGOLLA MEDIANA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103314] ARO PASANTE ARGOLLA MEDIANA C/ BOLITAS (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103316] ARO PASANTE ARGOLLA MEDIANA ENROLLADA (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103310] ARO PASANTE ARGOLLA LISA MEDIANA (PLATEADO),""2025-12-09 11:30:31"",""0.0"""
"[103309] ARO PASANTE ARGOLLA LISA MEDIANA (DORADO),""2025-12-09 11:30:31"",""0.0"""
"[103406] ARO PASANTE SEMI ARGOLLA CORRUGADA (DORADO),""2025-12-09 11:30:31"",""0.0"""
